id,district,police_station,crime_category,crime_subcategory,reported_cases,severity,year,month,source,source_url,data_precision,is_synthetic
133,Central,Central Central PS,Dowry Deaths,Sec 304B IPC,1,9,2018,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
134,East,East Central PS,Dowry Deaths,Sec 304B IPC,1,9,2018,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
135,New Delhi,New Delhi Central PS,Dowry Deaths,Sec 304B IPC,1,9,2018,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
136,North,North Central PS,Dowry Deaths,Sec 304B IPC,1,9,2018,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
137,North East,North East Central PS,Dowry Deaths,Sec 304B IPC,1,9,2018,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
138,North West,North West Central PS,Dowry Deaths,Sec 304B IPC,1,9,2018,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
139,Shahdara,Shahdara Central PS,Dowry Deaths,Sec 304B IPC,1,9,2018,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
140,South,South Central PS,Dowry Deaths,Sec 304B IPC,1,9,2018,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
141,South East,South East Central PS,Dowry Deaths,Sec 304B IPC,1,9,2018,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
142,South West,South West Central PS,Dowry Deaths,Sec 304B IPC,1,9,2018,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
143,West,West Central PS,Dowry Deaths,Sec 304B IPC,1,9,2018,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
144,Central,Central Central PS,Voyeurism,Sec 354C IPC,5,5,2018,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
145,East,East Central PS,Voyeurism,Sec 354C IPC,9,5,2018,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
146,New Delhi,New Delhi Central PS,Voyeurism,Sec 354C IPC,2,5,2018,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
147,North,North Central PS,Voyeurism,Sec 354C IPC,5,5,2018,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
148,North East,North East Central PS,Voyeurism,Sec 354C IPC,11,5,2018,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
149,North West,North West Central PS,Voyeurism,Sec 354C IPC,19,5,2018,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
150,Shahdara,Shahdara Central PS,Voyeurism,Sec 354C IPC,9,5,2018,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
151,South,South Central PS,Voyeurism,Sec 354C IPC,17,5,2018,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
152,South East,South East Central PS,Voyeurism,Sec 354C IPC,11,5,2018,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
153,South West,South West Central PS,Voyeurism,Sec 354C IPC,11,5,2018,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
154,West,West Central PS,Voyeurism,Sec 354C IPC,13,5,2018,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
155,Central,Central Central PS,Rape,Sec 376 IPC,4,9,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
156,East,East Central PS,Rape,Sec 376 IPC,8,9,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
157,New Delhi,New Delhi Central PS,Rape,Sec 376 IPC,2,9,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
158,North,North Central PS,Rape,Sec 376 IPC,4,9,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
159,North East,North East Central PS,Rape,Sec 376 IPC,9,9,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
160,North West,North West Central PS,Rape,Sec 376 IPC,15,9,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
161,Shahdara,Shahdara Central PS,Rape,Sec 376 IPC,7,9,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
162,South,South Central PS,Rape,Sec 376 IPC,14,9,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
163,South East,South East Central PS,Rape,Sec 376 IPC,9,9,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
164,South West,South West Central PS,Rape,Sec 376 IPC,9,9,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
165,West,West Central PS,Rape,Sec 376 IPC,12,9,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
166,Central,Central Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,5,7,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
167,East,East Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,11,7,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
168,New Delhi,New Delhi Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,2,7,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
169,North,North Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,5,7,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
170,North East,North East Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,14,7,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
171,North West,North West Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,26,7,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
172,Shahdara,Shahdara Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,9,7,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
173,South,South Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,15,7,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
174,South East,South East Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,13,7,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
175,South West,South West Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,12,7,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
176,West,West Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,17,7,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
177,Central,Central Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,5,8,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
178,East,East Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,9,8,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
179,New Delhi,New Delhi Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,2,8,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
180,North,North Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,6,8,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
181,North East,North East Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,12,8,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
182,North West,North West Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,19,8,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
183,Shahdara,Shahdara Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,7,8,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
184,South,South Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,17,8,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
185,South East,South East Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,11,8,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
186,South West,South West Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,10,8,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
187,West,West Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,15,8,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
188,Central,Central Central PS,Stalking,Sec 354D IPC,4,6,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
189,East,East Central PS,Stalking,Sec 354D IPC,9,6,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
190,New Delhi,New Delhi Central PS,Stalking,Sec 354D IPC,1,6,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
191,North,North Central PS,Stalking,Sec 354D IPC,5,6,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
192,North East,North East Central PS,Stalking,Sec 354D IPC,9,6,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
193,North West,North West Central PS,Stalking,Sec 354D IPC,17,6,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
194,Shahdara,Shahdara Central PS,Stalking,Sec 354D IPC,7,6,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
195,South,South Central PS,Stalking,Sec 354D IPC,13,6,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
196,South East,South East Central PS,Stalking,Sec 354D IPC,12,6,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
197,South West,South West Central PS,Stalking,Sec 354D IPC,9,6,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
198,West,West Central PS,Stalking,Sec 354D IPC,12,6,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
199,Central,Central Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,6,5,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
200,East,East Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,14,5,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
201,New Delhi,New Delhi Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,3,5,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
202,North,North Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,8,5,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
203,North East,North East Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,19,5,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
204,North West,North West Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,32,5,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
205,Shahdara,Shahdara Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,13,5,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
206,South,South Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,22,5,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
207,South East,South East Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,19,5,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
208,South West,South West Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,15,5,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
209,West,West Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,18,5,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
210,Central,Central Central PS,Dowry Deaths,Sec 304B IPC,1,9,2018,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
